OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
F_OTU_6535,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp
F_OTU_4454,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Roccella,Roccella_galapagoensis
F_OTU_1739,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Sigridea,Sigridea_californica
F_OTU_2198,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria_quercuum
F_OTU_1105,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Diplodia_intermedia
F_OTU_4146,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Endomelanconiopsis,Endomelanconiopsis_endophytica
F_OTU_191,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina_phaseolina
F_OTU_1202,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_ribis
F_OTU_4670,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neoscytalidium,Neoscytalidium_novaehollandiae
F_OTU_4817,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neoscytalidium,Neoscytalidium_novaehollandiae
F_OTU_1541,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phaeobotryon,Phaeobotryon_cupressi
F_OTU_7345,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_ampelicida
F_OTU_5953,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_citricarpa
F_OTU_1233,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_concentrica
F_OTU_6357,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_podocarpicola
F_OTU_891,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Septorioides,Septorioides_pini-thunbergii
F_OTU_7390,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Septorioides,Septorioides_pini-thunbergii
F_OTU_4144,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Sphaeropsis_variabilis
F_OTU_445,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Incertae_sedis,Camarosporium,Camarosporium_sp
F_OTU_2676,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Unidentified,Unidentified,Botryosphaeriales_sp
F_OTU_4058,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Unidentified,Unidentified,Botryosphaeriales_sp
F_OTU_5215,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Unidentified,Unidentified,Botryosphaeriales_sp
F_OTU_5416,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Unidentified,Unidentified,Botryosphaeriales_sp
F_OTU_600,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Antennulariellaceae,Heteroconium,Heteroconium_sp
F_OTU_3421,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Antennulariellaceae,Heteroconium,Heteroconium_sp
F_OTU_743,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Trichomerium,Trichomerium_gloeosporum
F_OTU_2804,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Trichomerium,Trichomerium_gloeosporum
F_OTU_2848,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Trichomerium,Trichomerium_gloeosporum
F_OTU_3531,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Trichomerium,Trichomerium_gloeosporum
F_OTU_3369,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Cladosporium,Cladosporium_exasperatum
F_OTU_1981,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Davidiellaceae,Cladosporium,Cladosporium_sphaerospermum
F_OTU_1757,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Arthrocatena,Arthrocatena_tenebrio
F_OTU_3418,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Arthrocatena,Arthrocatena_tenebrio
F_OTU_4671,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_renispora
F_OTU_1279,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_sp
F_OTU_1978,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_sp
F_OTU_3642,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_sp
F_OTU_5802,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_sp
F_OTU_7195,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Capnobotryella,Capnobotryella_sp
F_OTU_2119,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Elasticomyces,Elasticomyces_elasticus
F_OTU_7096,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Friedmanniomyces,Friedmanniomyces_sp
F_OTU_2534,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Pseudotaeniolina,Pseudotaeniolina_globosa
F_OTU_4139,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Rachicladosporium,Rachicladosporium_antarcticum
F_OTU_779,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Rachicladosporium,Rachicladosporium_sp
F_OTU_7144,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Recurvomyces,Recurvomyces_mirabilis
F_OTU_3487,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Toxicocladosporium,Toxicocladosporium_banksiae
F_OTU_3795,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Toxicocladosporium,Toxicocladosporium_banksiae
F_OTU_4924,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Incertae_sedis,Toxicocladosporium,Toxicocladosporium_rubrigenum
F_OTU_7652,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Caryophylloseptoria,Caryophylloseptoria_lychnidis
F_OTU_6565,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_arachidicola
F_OTU_4031,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_carotae
F_OTU_2867,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_coniogrammes
F_OTU_375,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_olivascens
F_OTU_4248,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_olivascens
F_OTU_4276,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_olivascens
F_OTU_5833,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_olivascens
F_OTU_7680,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora_olivascens
F_OTU_6976,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Colletogloeum,Colletogloeum_sp
F_OTU_54,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Dissoconium,Dissoconium_eucalypti
F_OTU_570,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Dissoconium,Dissoconium_sp
F_OTU_3897,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_latebrosa
F_OTU_7710,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_latebrosa
F_OTU_6061,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_polygoni-cuspidati
F_OTU_4013,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_quasiparkii
F_OTU_7006,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_sp
F_OTU_5067,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana
F_OTU_5444,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana
F_OTU_1188,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_vietnamensis
F_OTU_935,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora_californica
F_OTU_3051,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora_californica
F_OTU_7432,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Passalora,Passalora_californica
F_OTU_887,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phaeoramularia,Phaeoramularia_weigelicola
F_OTU_2645,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phloeospora,Phloeospora_mimosae-pigrae
F_OTU_6276,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Phloeospora,Phloeospora_mimosae-pigrae
F_OTU_3213,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_corylopsidis
F_OTU_5454,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora_norchiensis
F_OTU_2525,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella_chaenomelis
F_OTU_2891,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella_chaenomelis
F_OTU_3404,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella_chaenomelis
F_OTU_1323,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella_sp
F_OTU_588,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercosporella,Pseudocercosporella_stellariicola
F_OTU_5390,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramichloridium,Ramichloridium_indicum
F_OTU_1157,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia_collo-cygni
F_OTU_5502,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia_collo-cygni
F_OTU_3625,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia_nyssicola
F_OTU_5923,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia_nyssicola
F_OTU_98,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_2959,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_5131,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_5480,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_5586,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_6547,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_arundinacea
F_OTU_94,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_3536,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_4408,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_4440,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_4455,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_6466,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_glycinicola
F_OTU_6447,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_helianthi
F_OTU_6600,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_lepidii
F_OTU_1725,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina,Stigmina_carpophila
F_OTU_4874,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina,Stigmina_carpophila
F_OTU_5635,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina,Stigmina_carpophila
F_OTU_6967,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stigmina,Stigmina_carpophila
F_OTU_5521,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Stromatoseptoria,Stromatoseptoria_castaneicola
F_OTU_683,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_1173,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_1796,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_2344,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_2746,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_3196,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_3509,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_4601,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_4878,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_5353,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_5461,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_6074,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_6101,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_6810,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_7300,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Unidentified,Mycosphaerellaceae_sp
F_OTU_729,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Uwebraunia,Uwebraunia_musae
F_OTU_5164,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Uwebraunia,Uwebraunia_musae
F_OTU_2156,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Xenomycosphaerella,Xenomycosphaerella_elongata
F_OTU_2363,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_pseudoparkii
F_OTU_3349,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_pseudoparkii
F_OTU_3631,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_pseudoparkii
F_OTU_4721,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zasmidium,Zasmidium_pseudoparkii
F_OTU_2670,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Zygophiala,Zygophiala_cryptogama
F_OTU_3227,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Zygophiala,Zygophiala_wisconsinensis
F_OTU_5224,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acidomyces,Acidomyces_acidothermus
F_OTU_2478,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Catenulostroma,Catenulostroma_hermanusense
F_OTU_3456,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Catenulostroma,Catenulostroma_hermanusense
F_OTU_4014,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Catenulostroma,Catenulostroma_hermanusense
F_OTU_1213,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_americana
F_OTU_4363,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_americana
F_OTU_2465,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_imbrexigena
F_OTU_557,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_pseudoamericana
F_OTU_1496,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp
F_OTU_4688,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_stirlingiae
F_OTU_1616,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Euteratosphaeria,Euteratosphaeria_verrucosiafricana
F_OTU_3618,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Euteratosphaeria,Euteratosphaeria_verrucosiafricana
F_OTU_5626,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Euteratosphaeria,Euteratosphaeria_verrucosiafricana
F_OTU_4355,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Penidiella,Penidiella_sp
F_OTU_3961,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_agapanthi
F_OTU_4465,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_agapanthi
F_OTU_3060,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_capensis
F_OTU_2116,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_persoonii
F_OTU_1654,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_sp
F_OTU_172,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_739,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_952,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_1141,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_1142,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_1342,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_1857,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_2300,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_2679,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_2939,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3075,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3217,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3231,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3330,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3475,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3803,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3956,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_3985,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4243,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4339,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4435,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4485,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4566,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4649,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4651,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4792,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_4971,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5226,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5269,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5451,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5664,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5721,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5740,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5864,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5937,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_5985,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6037,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6082,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6192,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6321,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6361,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6419,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6420,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6488,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6533,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6635,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6680,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6722,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_6784,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_7007,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_7041,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_7056,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
F_OTU_7074,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Unidentified,Teratosphaeriaceae_sp
