OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
F_OTU_4811,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4814,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4819,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4822,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4828,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4829,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4833,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4839,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4845,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4854,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4855,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4858,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4862,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4868,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4870,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4908,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4925,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4929,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4935,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4937,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4941,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4946,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4953,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4963,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4965,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4966,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4967,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4968,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4977,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4982,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4983,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4986,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4988,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4990,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_4994,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5001,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5003,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5006,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5017,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5035,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5038,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5049,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5054,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5059,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5060,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5064,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5075,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5083,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5090,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5092,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5100,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5136,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5141,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5145,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5151,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5157,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5171,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5181,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5200,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5202,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5204,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5210,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5219,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5230,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5232,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5235,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5244,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5255,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5260,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5271,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5273,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5274,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5281,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5295,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5301,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5302,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5304,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5306,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5315,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5325,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5327,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5337,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5352,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5368,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5379,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5386,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5396,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5398,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5426,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5429,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5434,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5436,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5439,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5446,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5447,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5449,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5471,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5474,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5477,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5488,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5495,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5519,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5520,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5524,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5527,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5529,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5551,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5557,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5558,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5563,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5565,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5570,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5589,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5590,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5595,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5600,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5601,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5604,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5606,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5612,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5616,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5622,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5627,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5628,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5632,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5641,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5652,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5655,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5660,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5666,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5668,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5671,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5677,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5681,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5684,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5686,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5702,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5705,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5729,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5730,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5741,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5743,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5748,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5752,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5760,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5761,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5771,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5772,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5795,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5798,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5808,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5820,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5822,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5826,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5827,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5836,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5839,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5842,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5845,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5847,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5854,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5858,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5860,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5868,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5869,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5870,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5898,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5903,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5906,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5908,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5909,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5913,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5932,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5956,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5960,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5965,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5970,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5974,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5976,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5981,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5987,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5992,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_5999,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6026,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6031,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6053,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6064,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6066,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6068,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6086,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6095,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6096,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6106,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6112,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6127,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6143,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6148,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6163,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6168,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6177,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6219,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6227,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6230,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6232,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6248,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6263,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6273,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6281,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6330,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6338,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6352,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6366,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6373,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6378,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6381,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6407,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6411,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6418,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6443,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6453,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6465,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6477,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6495,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6501,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6515,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6521,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6529,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6532,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6546,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6551,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6552,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6557,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
F_OTU_6562,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Unidentified,Unidentified,Pleosporales_sp
